name,location,introduce,field,pagenumber
디저트올마이티, ,간식 관련 플랫폼 사업과 단백질 스낵 생산을 하는 업체입니다.,푸드,1238
(주)더블루나인,서울시 서초구 강남대로597 5층 ,"한-중 e-커머스 전문 스타트업, 제조사의 e커머스 시장 진출 위한 M2C 플랫폼 리크레(www.recre.kr) 운영","(e)커머스,물류",1240
스마트캠퍼스코리아,"서울 마포구 공덕동 371번지, 105-111 ",byrobot.co.kr,교육,1242
워크베터컴퍼니,"서울 강남구 광평로19길 10 (수서동, 까치마을아파트) ",월간서른은 30대를 위한 컨텐츠 플랫폼입니다. 현재 매월 강연 개최 및 인터뷰 콘텐츠 발행을 진행중입니다. 25개팀의 셀러 500여명의 방문객이 참여한 오프라인 플리마켓 ‘서른마켓’을 개최한 바 있으며 추후 정기적으로 개최 예정입니다.,교육,1243
북티크,서울 마포구 양화로 107 (서교동) 1층,책을 통한 020 큐레이션 플랫폼,콘텐츠,1244
레어테크,서울 관악구 남부순환로 1693 (봉천동) 3층 302호,부동산 중개 지원 서비스 (매물제공서비스),부동산/프롭테크,1245
고스트패스,광주광역시 동구 금남로238 무등빌딩 13층 1306호 ,NO 셀폰 모바일 기반 바이오 인증 결제 시스템,금융/보험/핀테크,1246
주식회사 대디포베베,"경기도 고양시 일산동구 정발산로 24, 8층 티4-814호 ","홀딩밴드형 기저귀, 로맘스 홀드앤이지는 팬티형, 밴드형이 아닌 새로운 형태의 기저귀로, 놀이로 성장하는 아이들이 기저귀 가는 순간까지 놀이에 계속 집중할 수 있도록 '""서서 뒤에서'"" 쉽고 편하게 입히는 기저귀입니다.","(e)커머스,물류",1247
(주)엘투플랜,"부산광역시 해운대구 센텀동로 45, 609호 엘투플랜 ",스타트업 마케팅 및 행사운영대행 기획 회사,광고/마케팅,1248
주식회사 더데이비포,"서울 영등포구 국회대로50길 20 (영등포동7가, 포레나 영등포 센트럴) 103동 1801호",디데이앱 TheDayBefore를 운영하고 있습니다.,소셜/미디어/커뮤니티,1249
비브로스,서울특별시 강남구 봉은사로22길 47 ,국내 유일의 병원 예약접수 서비스,헬스케어,1250
포티투닷,"서울특별시 강남구 남부순환로 2621(도곡동, 서브원 강남빌딩) ",‘유모스’ 플랫폼을 활용한 서비스를 개발해 국내외 기업이 참여하는 글로벌 모빌리티 생태계인 ‘유모스 커넥트(UMOS Connect)’를 구축하는 스타트업,모빌리티,1251
애드포시스,경기도 성남시 분당구 구미로9번길 3-10 글로리타워 302호 ,"클라우드,호스팅/인프라서비스제공",통신/보안/데이터/인프라,1252
올포미,"부산시 남구 신선로 365, 부경대용당캠퍼스 부산창업지원센터 401호 ",내가 원하는 단 한개의 스티커를 형태대로 만들어주는 서비스 (앱+제조),제조/하드웨어,1253
(주)동우크리스탈,경기도 남양주시 수동면 비룡로 1742번길 100 ,반려동물 전용 생수(단미사료) 프라나플러스,푸드,1254
주식회사 어바옷,"서울 종로구 종로 6 (서린동, 광화문우체국) 5층 어바옷","봉제공장 플랫폼 '어바옷' 단체티, 판매용의류 생산대행, 주문제작 서비스 등",패션/뷰티,1256
주식회사 루미,서울시 영등포구 가마산로46길 7 ,고글과 마스크를 따로쓰지않고 하나의제품으로 쉽게 사용하고 김서림방지와 방탄렌즈테스트를완료한 가성비만점의 전국민타겟의 제품입니다.,패션/뷰티,1257
홈핏,서울시 강남구 테헤란로410 금강타워 1502호 ,전문 코치가 집으로 찾아가서 운동을 도와드리는 방문 홈트레이닝 플랫폼 서비스,헬스케어,1258
윈슈어,"서울특별시 강남구 논현로151길 16, 신영빌딩 3층 302호 ",보험설계사 매칭 서비스 윈슈어,금융/보험/핀테크,1259
에어랩스,서울시 중구 청계천로 160 3층 청계-동303호 ,IT기술을 활용하여 기업과 개인에게 실내 식물 큐레이팅 및 케어 서비스 제공,"(e)커머스,물류",1261
주식회사 바이셀스탠다드,서울시 강서구 공항대로212 퀸즈파크11차 A동 728호 ,시니어 일자리 특화 이지 매칭 플랫폼,금융/보험/핀테크,1262
커먼컴퓨터,서울 서초구 매헌로8길 47 4층 ,오픈소스를 바로 실행시키는 서버리스 클라우드,소셜/미디어/커뮤니티,1263
더휴랩,부산시 동구 수정북로 23번길 45 ,스타트업을 접목한 관광컨텐츠 개발 업체입니다.,여행/레저,1264
쓰리디메이커스,인천 서구 파랑로 495 (청라동)  에이스하이테크시티청라 2동 707호,"아이디어에서 대량양산, 전시조형까지 모든3D를 제작합니다.",제조/하드웨어,1265
Blockstar,경기도 성남시 분당구 정자동 두산위브파빌리온A동 30층 ,블록체인 미디어,콘텐츠,1266
(주)윌림,서울시 중구 삼일대로358 신한L타워 9층 ,세 줄의 글과 한 장의 사진으로 작성하는 일기 SNS,소셜/미디어/커뮤니티,1267
이화플라워스튜디오,"서울 영등포구 문래동3가 77-55, 1층 이화플라워스튜디오 ",꽃의 일상화와 체계적인 플라워클래스 프로그램을 통해 창업 교육을 진행하고 있습니다.,제조/하드웨어,1268
디어라운드 주식회사,"서울 강남구 도산대로 128, 국민연금 강남사옥 1층 ",돌봄 더이상 혼자 감당하지마세요. 병원동행 디어라운드가 함께합니다,헬스케어,1269
R2ON,"서울 영등포구의사당대로 83, 여의도 위워크 19층 ",IoT & Blockchain 기반의 O2O 게임 플랫폼 서비스 기업,게임,1270
라헬 에이전시,"서울시 중랑구 사가정로 42길 90, 두산아파트 503동 1404호 ","광고나 행사에 필요한 모델을 컨셉에 맞게 매칭해주고, 나아가 웹사이트를 운영하여 모델들이 직접 프로필을 올리고 필요한 사업주들이 열람할 수 있도록 하는 서비스",광고/마케팅,1271
로컬하이브,성수동 ,코리빙 & 코워킹 공유모델 사업중,부동산/프롭테크,1272
트래블러스,"서울 강남구 개포로 508 (개포동, 소망빌딩)
  B1 220호 ","""""여행 부분 동행 플랫폼"""" 여권 인증을 통해 안전하게, 여행 스타일이 잘 맞는 동행 찾기",여행/레저,1273
주식회사 와일드웨이브,"부산 해운대구 송정중앙로5번길 106-1 (송정동, 와일드웨이브) 와일드웨이브",로컬의 재료를 이용하여 크래프트 맥주를 보다 우리나라 소비자에게 친근하게 소개,푸드,1274
민플랜코퍼레이션,전라북도 전주시 덕진구 진북동 359-1 103호 ,"네이버 API 솔루션을 활용한 쇼핑판 판매량 분석 , 제품을 소싱 ,기획 하여 네이버 , 쿠팡 상위노출 사업","(e)커머스,물류",1275
마이스테이션,"부산광역시 해운대구 센텀동로71, 벽산e센텀클래스원2차 906호 ",MICE산업의 트렌드 리더! MICE STATION,광고/마케팅,1276
주식회사 와이즈웨이,서울 관악구 관악로 1 서울대 연구공원 본관 225호 ,"스마트 모빌리티, 어린이 통학버스 안전 솔루션, 전기차 기반 그룹모빌리티 서비스 등",모빌리티,1277
리모코리아주식회사,"서울 중구 다산로 32 (신당동, 남산타운) 남산타운5상가 322호",차량과 운전기사를 운용하여 수송서비스 업체,모빌리티,1278
주식회사낫띵베럴,부산 서구 구덕로214번길 16 (부민동1가) 2층,소프트웨어개발.식품.건강기능식품도소매,푸드,1279
(주)블루클라우드,"서울시 구로구 디지털로 33길 11, 910호 ",기능성 게임 전문 개발사 입니다.,게임,1280
유니앰퍼샌드,경기도 고양시 일산동구 정발산로 43-20 ,장어 유통,푸드,1281
주식회사 텐덤,"서울시 마포구 동교로 112, MJ빌딩 501호 ",빅데이터를 활용한 개인 맞춤형 커리어 정보 플랫폼,콘텐츠,1282
어나더스,"서울특별시 강남구 테헤란로 69길 5, 유기타워 12층 ",영양제 정보 서비스,헬스케어,1283
지엔테크놀로지스로,"서울 서초구 동산로 34 (양재동, 환빌딩) 3층",무선통신 연구개발 업체,통신/보안/데이터/인프라,1284
피쉬뱅크, ,"냉동수산물, 특히 메로 생선을 전문으로 온라인 판매/유통 및 무역을 하는 회사입니다.",푸드,1285
AmazeVR,"8730 Sunset Blvd., Ste. 290, West Hollywood, CA 90069 ","AmazeVR은 프리미엄 콘텐츠 제작/유통 플랫폼 회사로, 2015년에 창업했으며, 현재 미국 LA West Hollywood에 위치해 있습니다.",콘텐츠,1286
(주)모던한, ,"전통문화 플랫폼 모던.한은 한국적으로 놀아보자!라는 슬로건아래 전통문화를기반으로한 문화컨텐츠를 개발,유통하고있습니다.",콘텐츠,1287
로렌츄컴퍼니,"06247)
  서울 강남구 역삼로 165 (역삼동, 해성빌딩)
  612호 ",,푸드,1288
(주)코아소프트,서울시 마포구 월드컵북로 396 누리꿈스퀘어 1002호 ,AR 기술을 기반으로 한 솔루션 기술 개발,통신/보안/데이터/인프라,1289
(주)웰그램,"서울 영등포구 문래북로 116 (문래동3가, 트리플렉스) 804호","빅데이터기반 최초의 보험비교 플랫폼 - 보험에 답하다 ""보답""",금융/보험/핀테크,1290
(주)차이의발견,경기도 의왕시 이미로40 인덕원IT밸리 B동 경기벤처창업지원센터 804-8호 ,"강아지랑 놀러갈땐, 엔터독입니다.",여행/레저,1291
인오더,서울시 강남구 선릉로 551 새롬빌딩 4층 ,스타트업에 가장 필요한 인재 확보와 비즈니스 추진을 위한 사업기회를 창출하는 컨설팅을 제공합니다.,법률/인사/비즈니스,1293
(주)하나이앤엠 홀딩스,"서울 강남구 테헤란로5길 7, 10층 ",하나이앤엠 홀딩스는 A&R 전문 그룹으로 엔터테인먼트 사업에 가장 필요한 마케팅 및 글로벌 전략을수립하고 실행하는 대한민국 유일한 엔터테인먼트 에이전시입니다.,콘텐츠,1294
어웨이큰 센스,부산시 남구 용호동 이기대공원로 54 ,멜라민수지를 이용하여 테이블웨어를 제작합니다.,"(e)커머스,물류",1295
(주)워싱크루,"부산광역시 수영구 수영로 759, B1 이룸비즈니스센터 202호 ",워터리스 출장세차 플랫폼,모빌리티,1296
더치트 주식회사,"서울 구로구 디지털로34길 43 (구로동, 코오롱싸이언스밸리1차) 비217",집단지성을 활용한 금융사기 방지 서비스,금융/보험/핀테크,1297
키아트테인먼트,서울시 강남구 삼성로119길 43 ,"해외공연 기획 제작, 광고마케팅 콘텐츠 제작을 기반으로한 서비스업",콘텐츠,1298
(주)엠에이치큐,"경기도 성남시 분당구 성남대로 331번길8 (정자동, 킨스타워) ",다양한 간편결제를 핀테크를 통해 단순 제공에 그치지 않고 스마트 오더 부분 까지 연계된 미래형 전자지갑까지 통합하는 서비스제공,광고/마케팅,1299
아이트,"송파구 정의로 70, 제6층 605호(문정도, 케이디유타워) ",Biometrics AI Algorithm Company,제조/하드웨어,1300
미디어에스,"부산광역시 진구 대학로66, 201호 ",종합광고대행사입니다.옥외광고 오프라인광고,광고/마케팅,1301
엘리어스,"(04410)
  서울 용산구 한남동 828
  205호 엘리어스 ",단한번의 사인으로 부동산종합서비스를 제공하기 위해 준비하고 노력하는 스타트업입니다. 전통적인 부동산 서비스 부터 플랫폼 서비스 까지 다양한 방법을 통해서 부동산의 오랜 문제점을 해결하기 위해 아이디어를 모으고 있습니다.,부동산/프롭테크,1303
(주)제이에스월드, ,창업에 필요한 사무기기원스탑제공합니다,제조/하드웨어,1304
멜리엇82,서울시 강동구 고덕로 131 103-801 ,해외로 수출하는 쇼핑몰입니다.,물류,1305
크리스앤파트너스,서울시 서초구 강남대로 597진미선빌딩 5층 501호 체이니어허브 ,"Chris & Partners, as a Global Event Solution Provider, is specialized in organizing business events, conferences, and exhib",광고/마케팅,1306
(주)한국시니어연구소,서울시 관악구 관악로 158 3층 311호 ,직용 요양기관을 운영하면서 요양기관이 더 효율적으로 운영될 수 있도록 하는 기술개발과 제품유통을 진행합니다.,헬스케어,1307
(주)모여,강남구 강남대로 456 13층 1368호 ,Bitmain과 같은 ASIC(주문형 반도체) 암호화폐 채굴기 개발 업체,금융/보험/핀테크,1308
유니몬 홈트레이닝,서울 성북구 삼양로 22 기린빌딩 106호 ,여성 전문 방문 홈트레이닝,헬스케어,1309
주식회사전성기,서울 강서구 마곡중앙로 76 힐스테이트에코마곡역 430호 ,기능성 소재를 활용한 침구생활용품 및 건강식품 이커머스,"(e)커머스,물류",1310
(주)알오에이치모터스,대전 유성구 테크노3로65. 232호 ,"풍력발전기, 소수력발전기, 전동모빌리티용 모터, 드론용 모터",제조/하드웨어,1311
주식회사 거위날다,"부산광역시 남구 전포대로 133, 제오피스호 13층 13-118호 ",공동구매 50% 리워드 적립 서비스,"(e)커머스,물류",1312
와이컨설팅앤에듀,"부산 영도구 봉래나루로 33 (대교동1가, Sea-Side Complex Town) 관광기업지원센터 ",맞춤형 교육 솔루션 플랫폼,교육,1313
주식회사아바,경상남도 진주시 충무공동 87-23 드림IT밸리 B동 807호 ,부동산 매물 정보를 공인중개사에게 제공하고 월결제 받는 서비스,부동산/프롭테크,1314
오토하우머치,경기 하남시 미사대로550 현대지식산업센터 한강미사1차 A572 ,"자동차리스, 장기렌터카 승계프랫폼",모빌리티,1315
태그바이컴퍼니,"서울 강남구 테헤란로 507 (삼성동, WeWork빌딩) 8층",인플루언서 마케팅 플랫폼,광고/마케팅,1316
플레이큐리오,"서울 마포구 월드컵북로 396 (상암동, 누리꿈스퀘어) 연구개발타워 603-01호","“디지털 세대를 위한 교육 콘텐츠 기업” 우리 아이들이 더 즐겁게 배우고 익힐 수 있도록 플레이큐리오는 스마트기기를 통한 새로운 학습 경험을 제공합니다. 디지털 시대에 아이들이 가장 즐겁게 학습할 수 있는 방법, 플레이큐리오가 만들어가겠습니다.",교육,1317
헬리오,"경기도 하남시 미사대로 550, 현대지식산업센터 1차 A동 4-065호 4층 65호",수입 중계 플랫폼,교육,1318
(주)너드소프트,서울 강남구 강남대로 320 황화빌딩 1108호 ,자동차 거래의 기준을 바꾸다,모빌리티,1319
네일25,"서울시 금천구 가산디지털1로 5, 605호 ","소비자가 원하는 네일 아트를 분석 개발, 네일 교육을 통해 네일샵과 상생하는 O2O 플랫폼 서비스입니다.",패션/뷰티,1320
신여성생활한복,수영구 수영로 468 남광빌딩 5층 ,생활한복을 이용한 컨텐츠 제작,패션/뷰티,1321
태그하이브(주),경기도 성남시 수정구 대왕판교로 815 기업지원허브 806호 ,인도 공립학교에 교육용 보조재 수출,교육,1322
휴먼식스(주),"서울시 마포구 마포대로 78, 10층 ",문법인식형 자연어 AI 원천기술,통신/보안/데이터/인프라,1323
위즈넷,"경기도 안양시 동안구 벌말로 126, 3401호(관양동, 평촌오비즈타워) ","마이스산업에 필요한 소프트웨어 개발, 공급, 운영",통신/보안/데이터/인프라,1324
주식회사 굿플레이스,"서울특별시 서초구 방배로 285, 1층 ","사내, 골프장, 숙박시설등 특수상권의 초근접상권에 셀프스토어 유통및 무인화 플랫폼 개발",푸드,1325
그레이프라운지,서울 서초구 서초대로73길 38 (서초동) 그레이프 라운지,"㈜그레이프라운지는 “공유라운지 기반의 멤버쉽 커뮤니티 서비스” 사업을 영위하고 있음. “그레이프 라운지” 라는 밀레니얼 세대를 위한 전용 공간을 설립 및 운영하며, 그레이프 라운지에 모인 그레이프 멤버들 대상으로 다양한 커뮤니티 서비스를 중개 및 제공하고 있음.",부동산/프롭테크,1327
현앤컴퍼니,"서울 강남구 논현로155길 11 (신사동, 동란빌딩)
  6층 ",남성화장품 수출 전문기업,패션/뷰티,1328
마이크로넷,경기도 고양시 일산동구 일산로142. 유니터크벤처타운 510호 ,IoT장비를 이용한 시설뮨 관리,통신/보안/데이터/인프라,1329
아이브코리아,서울시 광진구 능동로 37길 31 2층 ,모바일 광고 네트워크 플랫폼,광고/마케팅,1331
주식회사 소울메디,서울특별시 노원구 동일로 174길 27 서울창업디딤터 1층 스테이션 D ,"약검색닷컴은 소비자들이 스스로 선택할 수 있는 일반의약품에 대해 올바른 정보를 소비자들에게 제공해주며, 원하는 의약품을 바로 구매하고 댓글 상담도 받을 수 있도록 약국을 안내하는 서비스",헬스케어,1332
주식회사 나디아소프트,경기도 성남시 수정구 창업로 54 LH 판교 제 2 테크노밸리 기업성장센터 911호 ,모바일 콘텐츠 개발 및 서비스 / VR & AR 콘텐츠 개발 및 서비스를 하고 있는 5년차 스타트업체입니다.,게임,1333
지안플랜,"부산시 해운대구 센텀동로 99, 벽산e센텀클래스원 ","종합기획사 지안플랜은 작은 디자인 아트워크 (산업디자인, 시각디자인) 부터, 연간 자체 행사기획, 행사대행, 전시기획, 전시대행 까지 모든 분야의 기획솔루션을 제공하는 기획 Total Solution 입니다.",광고/마케팅,1334
(주)태산,부산시 남구 전포대로116 ,중국(중화권) 사업에 특화되어 있는 업체입니다.,광고/마케팅,1335
농업회사법인주식회사지인,대구 북구 칠곡중앙대로99길 45-22 (관음동) ,"(가칭)농사의달인 APP을 개발하여 각 지역의 토양, 기온, 날씨와 실시간연동하여 당사가 보유한 150여가지 작물재배법 DB를 이용해 메뉴얼화된 친환경농법을 농민에게 제공하는 사업",제조/하드웨어,1336
엔젤리그,"서울특별시 마포구 독막로6길 9, 2층 2498호 ",스타트업 주식 공동 구매,금융/보험/핀테크,1337
데이콘 주식회사,"서울 영등포구 국제금융로 6길, 33 비 909호 ",기업의 AI과제를 크라우드 소싱으로 해결하는 알고리즘 중개 플랫폼,통신/보안/데이터/인프라,1338
주식회사 호텔홀릭,"부산광역시 해운대구 해운대로570번길 46, 지하1층 212호 ",호텔들을 위한 소셜네트워크 마케팅 솔루션 회사입니다.,광고/마케팅,1339
(주)카택스,대구시 남구 현충로 170 YNC 산학협력관 304호 ,업무용 차량관리 솔루션,모빌리티,1340
아토맘코리아,"서울시 서초구 강남대로311, 1007호(서초동, 한화생명보험) ","인플루언서의 소장품정보를 공유, 판매, 선물, 기부하는 플랫폼","(e)커머스,물류",1341
썸코리아,서울시 마포구 양화로8길 24 파피루스빌딩 3F ,"브랜드전략, 브랜드 아이덴티티, 브랜드 커뮤니케이션, 브랜드경험 확산 등 통합브랜드 솔루션을 제공합니다.",광고/마케팅,1342
코스마일 코퍼레이션,"부산시 남구 신선로 428, 319호 ",당사는 라이프 코스메틱 & 헬스 뷰티케어 전문 바이오 기업 입니다.,패션/뷰티,1343
팍스모네 주식회사,서울시 구로구 구로디지털로32가길 16 파트너스타워2차 1206호 ,신용카드 기반 회원간 결제 (회원간 P2P결제),금융/보험/핀테크,1344
주식회사 마이뮤직테이스트,서울특별시 강남구 논현동 246-1 회림빌딩 4층 ,데이터기반 라이브 이벤트 서비스,콘텐츠,1345
주식회사 코메이크,"서울시 서초구 강남대로 311, 5층 ",AI 기반 계약서 작성/검토 서비스,법률/인사/비즈니스,1346
썬더마트,부산광역시 수영구 황령산로 13 2층 ,슈퍼마켓 배달앱 썬더마트,"(e)커머스,물류",1347
주식회사 더메이커스,부산 기장군 기장읍 차성서로101번길 18 (대라리) ,인공서핑장비 제조 및 운영과 슈퍼푸드기반 한끼식품을 통해 건강한 여가생활을 창조합니다,여행/레저,1348
(주)북크루,"서울시 강남구 역삼로114 현죽빌딩 8층, 805호 ",작가 초대 플랫폼,콘텐츠,1349
나만고양이없어,경기도 시흥시 창업로 54 ,"전략 선택지 게임인 시즈, 선택형 모션그래픽 플랫폼 픽션",게임,1350
주식회사 지랩스,"서울시 강남구 선릉로578, 7층 ",공유공간 관리 플랫폼 서비스를 제공하고 있습니다.,부동산/프롭테크,1351
빌리어네어즈,경기도 성남시 분당구 정자동 250-3번지 102호 ,미국 주식 투자 필수 앱,금융/보험/핀테크,1352
작은하늘,서울특별시 서초구 방배로 93 312호 ,출연자 없이 운영하는 중소기업 유튜브 채널 제작 서비스가 메인 서비스이며 빅데이터 컨설팅 분야로 나아가고자 합니다.,콘텐츠,1353
오랜지랩,"서울특별시 강남구 영동대로 602, 6층 D207 (삼성동) ",이동을 즐겁게. 하이킥 모빌리티 서비스 입니다.,모빌리티,1354
호라이존테크놀로지 주식회사,"서울 강남구 테헤란로33길 18 (역삼동, 서울철강빌딩) 624호","주식 투자를 위한 깊이있는 비주얼 리포트, 퀀트랙입니다.",금융/보험/핀테크,1355
더비,"경기도 성남시 분당구 분당내곡로 155, 비동 1602호 ","영어독립
 교육 및 자기계발 관련 프로덕트를 개발합니다.",교육,1356
청명,서울특별시 노원구 한글비석로54길 116 (상계주공아파트(13단지)) 상가동 1층 111호 ,천연스킨케어 브랜드 피숨을 운영하고있는 청명 입니다.,패션/뷰티,1357
스냅픽,"강남구 테헤란로 419, 17층18호 ","포토그래퍼 on-demand 플랫폼
 언제 어디서나 간편한 포토그래퍼 예약",여행/레저,1358
(주)왓츠굿,서울특별시 강남구 테헤란로 431 2층 ,전 세계 라면이 한 곳에! 라면 전문 추천 플랫폼!,콘텐츠,1359
엘린미디어,경기도 용인시 수지구 죽전로 152 단국대학교 산학협력관 410호 ,매장 쿠폰 마케팅 자동화 서비스,광고/마케팅,1360
(주)그로잉맘,서울시 성동구 뚝섬로 1나길 5 헤이그라운드 ,"온라인 육아분석 및 상담서비스/
 영유아자녀를 양육하는 부모에게 심리데이터 기반의 온라인 육아상담 서비스를 제공합니다.",교육,1361
모어댄이케아,부산광역시 기장군 장안읍 장안로 202 ,"이케아 가구 구매대행 및 조립, 배송 / 지역가구 제작",리빙/라이프스타일,1362
리메이크디지털(주),"서울시 서초구 강남대로 311, 1402호 ",CROLO는 AI를 사용하여 배너 광고 제작을 자동화합니다.,광고/마케팅,1363
주식회사 지엘아이엔에스,"대전시 유성구 테크노1로 11-3, 배재대학교 창업보육센터 N413, N414호 ","ICT 용접 건 & 로봇팔 제어 범용 컨트롤러
 용접건과 로봇팔의 프로토콜 수집을 통한 Custom 제어 지원",제조/하드웨어,1364
더파이러츠,"서울특별시 영등포구 선유로 146, 614호 ","수산물 정보, 거래 플랫폼",푸드,1365
스튜디오씨드코리아,"서울시 서초구 서초대로78길22,610 ",디지털 디바이스를 위한 인터랙션 프로토파이핑툴,법률/인사/비즈니스,1366
(주)학원의신,서울시 성동구 성수일로8길 59 스테이션니오 804호 ,학원정보통합플랫폼,교육,1367
주식회사 테크스페이스,"서울 강서구 공항대로 222 (마곡동, 발산W타워) 1015호 1016호","이커머스, 마케팅 기업을 위한 엑셀이 필요 없는 성과보고 솔루션 '데이빗 '","통신/보안/데이터/인프라,광고/마케팅",1368
주식회사 화난사람들,"서울 용산구 청파로 77 원효전자상가 6,7동 3층 창업지원센터 창업3 화난사람들 ",법과 정의에 대한 접근성을 높이는 법률플랫폼,법률/인사/비즈니스,1369
주식회사 글로핸즈,서울시 마포구 백범로31길 21 725호 ,전자계약 서비스,법률/인사/비즈니스,1370
(주)이도인더스트리,서울 중구 청구로4길5 ,커스텀티 단체티 생산전문업체,패션/뷰티,1371
사회적협동조합 빠띠,서울특별시 서대문구 수색로 43(남가좌동) 사회적경제마을자치센터 2층 ,빠띠는 신뢰와 협력을 위한 디지털 플랫폼을 만드는 사회적협동조합입니다.,교육,1372
주식회사 턴온아이엔씨,충청남도 아산시 음봉면 산동안길 14 ,"정기결제 접수부터 결제까지 원스탑 정기결제 자동화 서비스, 자동이체닷컴",금융/보험/핀테크,1373
(주)로앤컴퍼니,서울 강남구 강남대로 374 (역삼동) 3층 로앤컴퍼니,"""변호사를 더 가까이"" 국내 1위 법률서비스 플랫폼 '로톡' 운영사 로앤컴퍼니입니다. IT 기술을 통해 법률서비스 시장의 대중화와 선진화를 꿈꿉니다.","IT 서비스,법률/인사/비즈니스",1374
주식회사 라이브메이커스,"전라북도 전주시 완산구 홍산로 275, 2층 ",3D 소프트웨어 및 게임 콘텐츠 제작하고 있습니다.,게임,1375
농업회사법인 주식회사 삼이오,경기 용인시 처인구 백암면 덕평로26번길 41-5 (백암리) ,산삼 구독 서비스 및 가공식품 개발 유통,푸드,1376
주식회사 세차왕,"서울시 성북구 화랑로14길 5, H-1 954A (하월곡동, 한국과학기술연구원) ",세차를 비롯해 차량 관리에 곤란을 겪는 차량 소유자의 불편을 해결하기 위해 출장 세차를 중심으로 한 모빌리티 케어서비스를 제공합니다.,모빌리티,1377
지식문화콘텐츠연구소(주)리멘,"부산광역시 연제구 법원북로 75, B1 ",(주)리멘은 문화 기획 및 축제연출 그리고 문화 콘텐츠 연구 개발 사업을 하고 있습니다.,콘텐츠,1378
주식회사 베링랩,서울 중구 퇴계로 235 제비동 702호 ,인공지능을 활용한 법률 및 특허 번역기,법률/인사/비즈니스,1379
주식회사 인공지능팩토리,대전시 유성구 테크노1로 75 508호 ,인공지능 경진대회 플랫폼을 활용하여 수요기업과 기관에 인공지능 모델 공급,통신/보안/데이터/인프라,1380
카랑,"서울 금천구 디지털로9길 68 (가산동, 대륭포스트타워 5차) 908호",방문차량관리/정비서비스 (차량운영/관제/관리 등),모빌리티,1381
브루마인,"서울시 테헤란로 147, 1513-r호 ",맥주양조설비제작,푸드,1382
(주)비비디,경상북도 경산시 남산면 안심리 283 ,농축산 분야 스마트팜을 위한 소프트웨어 및 IoT 시스템 개발 공급,농·축·임·수산,1383
옴프,인처광역시 연수구 갯벌로 12(송도동 7-50) 인천대학교 미추홀캠퍼스 B동 413호 ,온라인 식단관리 서비스,푸드,1384
(주)알이파트너,인천 부평구 경원대로 1367번길 42-2  4층 401호,지식산업센터 빅데이터 플랫폼,통신/보안/데이터/인프라,1387
로민,"서울 서초구 서초대로 396 (서초동, 강남빌딩) 17층 1707호",문서처리 업무자동화를 위한 인공지능 문서 인식 솔루션 및 클라우드 API 서비스를 제공합니다.,법률/인사/비즈니스,1388
일감플러스,서울시 마포구 도화동 544 601호 ,인력시장의 노무비 선지급 시스템,법률/인사/비즈니스,1389
주식회사 아워랩,"서울시 종로구 대학로 103, 융합관 507호 ","주식회사 아워랩 (OUaR Lab, Inc)은 수면의학 분야 의료기기 연구개발 기업으로 코골이/수면무호흡증 치료 기기인 신개념 하악전진장치를 개발하고 있음","헬스케어,의료/바이오",1390
띵션,"부산 해운대구 수영강변대로 140 (우동, 부산문화콘텐츠컴플렉스) 5층 BCK 입주실 1호",띵션 스튜디오는 5년 간의 스타트업계의 경험을 바탕으로  띵션에서 시작하는 웹사이트 및 앱 개발 전문 에이전시 브랜드입니다.,게임,1391
주식회사 케어닥,"서울 강남구 테헤란로 407 (삼성동, 이케이타워) 14층",노인 요양시설 & 돌보미 통합 중개 플랫폼,헬스케어,1392
(주) 와이파피,서울시 서초구 강남대로 311 드림플러스 728호 ,세계최초 실시간 글로벌골프장 티업타임피드백(오세아니아 20개국),여행/레저,1393
주식회사 모라이,"경기도 성남시 수정구 창업로42, 202호 ",자율주행차 개발 및 검증을 위한 시뮬레이션 플랫폼을 개발하는 스타트업입니다.,모빌리티,1394
주식회사 한국금융솔루션,서울시 영등포구 ,스마트 자산관리 플랫폼 핀셋,금융/보험/핀테크,1395
(주)웨인힐스벤처스,"서울특별시 서초구 성촌길33, 삼성전자 C동 7층 웨인힐스벤처스 ",텍스트 데이터(INPUT)를 영상콘텐츠(OUTPUT)로 자동제작 변환해주는 SW,콘텐츠,1396
닉스 주식회사,전라남도 나주시 배멧2길 25 스페이스코웍빌딩 301호 ,산소 분압 제어를 통한 수면 유도 시스템,헬스케어,1397
주식회사 비욘드코드,서울특별시 성동구 아차산로7나길 14(성수동2가) ,합리적인 비용의 당신만의 온라인 자문변호사,법률/인사/비즈니스,1398
캡클라우드,"서울 서초구 방배로 84 (방배동, 유성빌딩) ","텐센트 클라우드 전략 파트너사, MSP",통신/보안/데이터/인프라,1399
더네스트클로젯,"경기도 부천시 중동로254번길 36,304호(중동,하이베라스) ",저희 기업은 의류원단 사업과 의류를 생산하는 기업입니다,패션/뷰티,1400
메디리타,"서울시 구로구 디지털로 30길 28, 8층 803호 ",MuN-AI 제품으로 새로운 신약후보물질 발굴,의료/바이오,1402
(주)랩큐,마포구 독막로 331 마스터즈타워 1505호 ,"AI, Blockchain Tech and Biz Model 학술연구, 교육 컨설팅","법률/인사/비즈니스,컨설팅",1403
펜타리움,서울특별시 강남구 청담동 영동대로725 펜타리움 ,공유오피스/ 스타트업의 케어플랫폼,부동산/프롭테크,1404
